진단명,ICD코드,ADRG,ADRG명,MDC,계열,DRG코드
기타 관절염,M13,S640,Other HIV S64001 W Catastrophic CC,18-1,,"S64000, S64001"
달리 분류되지 않은 기타 진균증,B49,KDRG 미등록,,,,
피부의 비대성 장애,L91,J700,Other Minor Skin Diseases J70003 W Catastrophic CC,09,,"J70000, J70001, J70002, J70003"
입술 및 구강점막의 기타 질환,K13,A091,"Tracheostomy for Face, Mouth and Neck Disorders with Long-Term Ventilator",Pre,S,
입술 및 구강점막의 기타 질환,K13,A092,"Tracheostomy for Face, Mouth and Neck Disorders with Short-Term Ventilator",Pre,S,
혈청검사양성 류마티스관절염,M05,E753,Other Interstitial Lung Disease E75301 W Catastrophic CC,04,,"E75300, E75301"
혈청검사양성 류마티스관절염,M05,F692,Other Vascular Diseases F69203 W Catastrophic CC,05,,"F69200, F69201, F69202, F69203"
혈청검사양성 류마티스관절염,M05,I141,"Hip and Femur Procedures, Bilateral or Multiple",08,S,"I14100, I14101, I14102"
혈청검사양성 류마티스관절염,M05,I142,"Hip and Femur Procedures, Unilateral",08,S,"I14210, I14211, I14220, I14221"
혈청검사양성 류마티스관절염,M05,I187,Other Shoulder Procedures,08,S,"I18700, I18701"
혈청검사양성 류마티스관절염,M05,I194,Other Knee Joint Procedures,08,S,"I19400, I19401, I19402, I19403"
혈청검사양성 류마티스관절염,M05,I200,Elbow and Forearm Procedures,08,S,"I20000, I20001, I20002"
혈청검사양성 류마티스관절염,M05,I211,Foot and Ankle Tendon and Ligament Procedures,08,S,I21100
혈청검사양성 류마티스관절염,M05,I212,Ankle Osteochondral Lesion Procedures,08,S,"I21200, I21201"
혈청검사양성 류마티스관절염,M05,I213,Other Foot and Ankle Procedures,08,S,"I21300, I21301, I21302"
혈청검사양성 류마티스관절염,M05,I251,Major Wrist and Hand Procedures,08,S,"I25100, I25101, I25102"
혈청검사양성 류마티스관절염,M05,I252,Minor Wrist and Hand Procedures,08,S,"I25200, I25201, I25202, I25203"
혈청검사양성 류마티스관절염,M05,I665,Rheumatoid Arthritis I66502 W Catastrophic CC,08,,"I66500, I66501, I66502"
후각 및 미각 장애,R43,B814,Other Nervous System Disorders B81402 W Catastrophic CC,01,,"B81400, B81401, B81402"
후각 및 미각 장애,R43,S640,Other HIV S64001 W Catastrophic CC,18-1,,"S64000, S64001"
후각 및 미각 장애,R43,T015,OR Procedures for Other Infectious Diseases,18-2,S,"T01500, T01501"
후각 및 미각 장애,R43,T620,"Fever, Age ≤18 T62010 중증도 구분 없음",23,,"T62010, T62020, T62021, T62022"
대동맥동맥류 및 박리,I71,F061,"Repair of Aneurysm or Coarctation of Aorta with Rupture, with Pump Oxygenator",05,S,F06100
대동맥동맥류 및 박리,I71,F081,Percutaneous Procedures for Aneurysm of Abdominal Aorta and Iliac Artery without Rupture,05,S,"F08100, F08101"
대동맥동맥류 및 박리,I71,F083,Percutaneous Procedures of Thoracic Aortic Aneurysm,05,S,"F08300, F08301"
대동맥동맥류 및 박리,I71,F084,Percutaneous Procedures of Aortic Dissection,05,S,"F08400, F08401"
대동맥동맥류 및 박리,I71,F194,Percutaneous Procedures of Chronic Obstructive Peripheral Artery Disease(Multiple),05,S,"F19400, F19401"
대동맥동맥류 및 박리,I71,F661,Aortic Dissection with Major Organ and F66101 W Catastrophic or Severe CC,14,,"F66100, F66101"
대동맥동맥류 및 박리,I71,F662,Other Aortic Dissection F66201 W Catastrophic CC,19,,"F66200, F66201"
대동맥동맥류 및 박리,I71,I721,"Infectious Tendinitis, Myositis and Bursitis I72102 W Catastrophic CC",08,,"I72100, I72101, I72102"
대동맥동맥류 및 박리,I71,I740,"Injuries to Forearm, Wrist, Hand and Foot, I74010 중증도 구분 없음",05,,"I74010, I74020, I74021"
대동맥동맥류 및 박리,I71,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
대동맥동맥류 및 박리,I71,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
대동맥동맥류 및 박리,I71,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
대동맥동맥류 및 박리,I71,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
대동맥동맥류 및 박리,I71,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
대동맥동맥류 및 박리,I71,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
대동맥동맥류 및 박리,I71,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
강직척추염,M45,B171,Spinal Fusion with Myelopathy,01,S,"B17100, B17101, B17102, B17103"
강직척추염,M45,B173,Laminectomy and Diskectomy with Myelopathy,01,S,"B17300, B17301, B17302"
강직척추염,M45,I081,Spinal Fusion with Myelopathy,08,S,"I08100, I08101, I08102, I08103"
강직척추염,M45,I083,Laminectomy and Diskectomy with Myelopathy,08,S,"I08300, I08301, I08302, I08303"
강직척추염,M45,I085,Other Spinal Procedures with Myelopathy,08,S,"I08500, I08501"
강직척추염,M45,I668,Ankylosing Spondylitis I66801 W Catastrophic or Severe CC,08,,"I66800, I66801"
강직척추염,M45,I681,Non-Surgical Neck and Back Conditions I68113 W Catastrophic CC 중증도,08,,"I68110, I68111, I68112, I68113, I68120, I68121, I68122, I68123"
강직척추염,M45,I682,Non-Surgical Neck and Back Conditions I68213 W Catastrophic CC,08,,"I68210, I68211, I68212, I68213, I68220, I68221, I68222, I68223"
기타 불안장애,F41,U650,Anxiety Disorders and Sleep Disorders U65002 W Catastrophic CC,19,,"U65000, U65001, U65002"
뼈의 기타 장애,M89,I141,"Hip and Femur Procedures, Bilateral or Multiple",08,S,"I14100, I14101, I14102"
뼈의 기타 장애,M89,I142,"Hip and Femur Procedures, Unilateral",08,S,"I14210, I14211, I14220, I14221"
뼈의 기타 장애,M89,I160,"Humerus, Tibia, and Fibula Procedures",08,S,"I16010, I16020, I16021, I16022"
뼈의 기타 장애,M89,I187,Other Shoulder Procedures,08,S,"I18700, I18701"
뼈의 기타 장애,M89,I194,Other Knee Joint Procedures,08,S,"I19400, I19401, I19402, I19403"
뼈의 기타 장애,M89,I200,Elbow and Forearm Procedures,08,S,"I20000, I20001, I20002"
뼈의 기타 장애,M89,I211,Foot and Ankle Tendon and Ligament Procedures,08,S,I21100
뼈의 기타 장애,M89,I212,Ankle Osteochondral Lesion Procedures,08,S,"I21200, I21201"
뼈의 기타 장애,M89,I213,Other Foot and Ankle Procedures,08,S,"I21300, I21301, I21302"
뼈의 기타 장애,M89,I251,Major Wrist and Hand Procedures,08,S,"I25100, I25101, I25102"
뼈의 기타 장애,M89,I252,Minor Wrist and Hand Procedures,08,S,"I25200, I25201, I25202, I25203"
뼈의 기타 장애,M89,I640,Osteomyelitis I64003 W Catastrophic CC,08,,"I64000, I64001, I64002, I64003"
뼈의 기타 장애,M89,I695,Gout and Specific Arthropathies I69503 W Catastrophic CC,08,,"I69500, I69501, I69502, I69503"
뼈의 기타 장애,M89,I760,"Other Musculoskeletal Diseases, Age ≤18 I76011 W Catastrophic or Severe CC",08,,"I76010, I76011, I76020, I76021, I76022"
뼈의 기타 장애,M89,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
뼈의 기타 장애,M89,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
뼈의 기타 장애,M89,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
뼈의 기타 장애,M89,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
뼈의 기타 장애,M89,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
뼈의 기타 장애,M89,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
뼈의 기타 장애,M89,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
우울에피소드,F32,U630,"Affective Disorders, Age ≥65 U63021 W Catastrophic or Severe CC",19,,"U63010, U63011, U63020, U63021"
안와의 장애,H05,C600,"Acute and Major Eye Infections, Age ＜65 C60010 중증도 구분 없음",02,,"C60010, C60020"
안와의 장애,H05,C620,Hyphema and Medically Managed Trauma C62001 W Catastrophic or Severe CC,12,,"C62000, C62001"
안와의 장애,H05,C630,"Other Diseases of the Eye, Age ≤18 C63011 W Catastrophic or Severe or Moderate",02,,"C63010, C63011, C63020, C63021, C63022, C63023"
안와의 장애,H05,H131,Hepatobiliary Diagnostic Procedures for Malignancy,07,S,H13100
안와의 장애,H05,H132,Hepatobiliary Diagnostic Procedures Except Malignancy,07,S,"H13200, H13201"
안와의 장애,H05,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
소장의 악성 신생물,C17,G503,Gastroscopy for Major Digestive Diseases,06,S,"G50300, G50301, G50302, G50303"
소장의 악성 신생물,C17,G603,Digestive Malignancy without Radiation G60303 W Catastrophic CC,15,,"G60300, G60301, G60302, G60303"
소장의 악성 신생물,C17,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
기타 및 상세불명의 비뇨기관의 악성 신생물,C68,L631,Kidney and Urinary Tract Neoplasms with L63100 중증도 구분 없음,11,,L63100
기타 및 상세불명의 비뇨기관의 악성 신생물,C68,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
정맥의 기타 장애,I87,F692,Other Vascular Diseases F69203 W Catastrophic CC,05,,"F69200, F69201, F69202, F69203"
정맥의 기타 장애,I87,F800,Other Circulatory System Diseases F80003 W Catastrophic CC,05,,"F80000, F80001, F80002, F80003"
이상동(梨狀洞)의 악성 신생물,C12,KDRG 미등록,,,,
달리 분류되지 않은 신경계통의 처치후 장애,G97,B780,Headache B78003 W Catastrophic CC,18-1,,"B78000, B78001, B78002, B78003"
달리 분류되지 않은 신경계통의 처치후 장애,G97,B813,Diseases of Cerebrospinal Fluid or B81301 W Catastrophic CC,01,,"B81300, B81301"
달리 분류되지 않은 신경계통의 처치후 장애,G97,B814,Other Nervous System Disorders B81402 W Catastrophic CC,01,,"B81400, B81401, B81402"
기타 류마티스관절염,M06,I141,"Hip and Femur Procedures, Bilateral or Multiple",08,S,"I14100, I14101, I14102"
기타 류마티스관절염,M06,I142,"Hip and Femur Procedures, Unilateral",08,S,"I14210, I14211, I14220, I14221"
기타 류마티스관절염,M06,I187,Other Shoulder Procedures,08,S,"I18700, I18701"
기타 류마티스관절염,M06,I194,Other Knee Joint Procedures,08,S,"I19400, I19401, I19402, I19403"
기타 류마티스관절염,M06,I200,Elbow and Forearm Procedures,08,S,"I20000, I20001, I20002"
기타 류마티스관절염,M06,I211,Foot and Ankle Tendon and Ligament Procedures,08,S,I21100
기타 류마티스관절염,M06,I212,Ankle Osteochondral Lesion Procedures,08,S,"I21200, I21201"
기타 류마티스관절염,M06,I213,Other Foot and Ankle Procedures,08,S,"I21300, I21301, I21302"
기타 류마티스관절염,M06,I251,Major Wrist and Hand Procedures,08,S,"I25100, I25101, I25102"
기타 류마티스관절염,M06,I252,Minor Wrist and Hand Procedures,08,S,"I25200, I25201, I25202, I25203"
기타 류마티스관절염,M06,I665,Rheumatoid Arthritis I66502 W Catastrophic CC,08,,"I66500, I66501, I66502"
기타 류마티스관절염,M06,I667,"Other Connective Tissue Diseases, I66712 W Catastrophic CC",08,,"I66710, I66711, I66712, I66720, I66721, I66722"
기타 류마티스관절염,M06,I692,Adult-onset Still’s disease I69201 W Catastrophic or Severe or Moderate,08,,"I69200, I69201"
기타 류마티스관절염,M06,I695,Gout and Specific Arthropathies I69503 W Catastrophic CC,08,,"I69500, I69501, I69502, I69503"
기타 내부기관의 화상 및 부식,T28,A091,"Tracheostomy for Face, Mouth and Neck Disorders with Long-Term Ventilator",Pre,S,
기타 내부기관의 화상 및 부식,T28,A093,"Tracheostomy for Face, Mouth and Neck Disorders without Ventilator",Pre,S,
기타 내부기관의 화상 및 부식,T28,G688,Other Major Digestive system Diseases G68801 W Catastrophic CC,06,,"G68800, G68801"
기타 내부기관의 화상 및 부식,T28,G689,Other Digestive system Diseases G68902 W Catastrophic CC,06,,"G68900, G68901, G68902"
기타 내부기관의 화상 및 부식,T28,L680,Other Kidney and Urinary Tract Diseases L68003 W Catastrophic CC,11,,"L68000, L68001, L68002, L68003"
기타 내부기관의 화상 및 부식,T28,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
기타 내부기관의 화상 및 부식,T28,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
기타 내부기관의 화상 및 부식,T28,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
기타 내부기관의 화상 및 부식,T28,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
기타 내부기관의 화상 및 부식,T28,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
기타 내부기관의 화상 및 부식,T28,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
기타 내부기관의 화상 및 부식,T28,Y610,Moderate Burn without Skin Graft or Y61010 중증도 구분 없음,11,,"Y61010, Y61020, Y61021, Y61022"
기타 내부기관의 화상 및 부식,T28,Y620,"Other Burns, Age ≤18 Y62010 중증도 구분 없음",02,,"Y62010, Y62020, Y62021, Y62022"
고환의 염전,N44,KDRG 미등록,,,,
달리 분류된 질환에서의 신경계통의 기타 퇴행장애,G13,B642,Atypical Parkinsonism B64201 W Catastrophic or Severe CC,01,,"B64200, B64201"
달리 분류된 질환에서의 신경계통의 기타 퇴행장애,G13,B657,Other Degenerative Movement Disorders B65702 W Catastrophic CC,01,,"B65700, B65701, B65702"
달리 분류된 질환에서의 신경계통의 기타 퇴행장애,G13,B714,Neoplastic Peripheral Nerve Diseases B71401 W Catastrophic CC,01,,"B71400, B71401"
달리 분류된 질환에서의 신경계통의 기타 퇴행장애,G13,G311,Rectovaginal Fistula Procedures,06,S,"G31100, G31101"
상세불명의 비기질성 정신병,F29,KDRG 미등록,,,,
림프절의 이차성 및 상세불명의 악성 신생물,C77,A091,"Tracheostomy for Face, Mouth and Neck Disorders with Long-Term Ventilator",Pre,S,
림프절의 이차성 및 상세불명의 악성 신생물,C77,E672,Respiratory Neoplasm with Chemotherapy E67203 W Catastrophic CC,03,,"E67200, E67201, E67202, E67203"
림프절의 이차성 및 상세불명의 악성 신생물,C77,E673,Respiratory Neoplasm without Radiation E67303 W Catastrophic CC,15,,"E67300, E67301, E67302, E67303"
림프절의 이차성 및 상세불명의 악성 신생물,C77,G601,Digestive Malignancy with Radiation G60103 W Catastrophic CC,06,,"G60100, G60101, G60102, G60103"
림프절의 이차성 및 상세불명의 악성 신생물,C77,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
림프절의 이차성 및 상세불명의 악성 신생물,C77,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
림프절의 이차성 및 상세불명의 악성 신생물,C77,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
림프절의 이차성 및 상세불명의 악성 신생물,C77,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
림프절의 이차성 및 상세불명의 악성 신생물,C77,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
림프절의 이차성 및 상세불명의 악성 신생물,C77,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
티아민결핍,E51,K620,Severe Nutritional Disturbance K62002 W Catastrophic CC,10,,"K62000, K62001, K62002"
티아민결핍,E51,S640,Other HIV S64001 W Catastrophic CC,18-1,,"S64000, S64001"
유방의 비대,N62,KDRG 미등록,,,,
기타 신경성 장애,G98,KDRG 미등록,,,,
출혈 또는 경색증으로 명시되지 않은 뇌졸중,I64,KDRG 미등록,,,,
위공장궤양,K28,G503,Gastroscopy for Major Digestive Diseases,06,S,"G50300, G50301, G50302, G50303"
위공장궤양,K28,G523,Colonoscopy for Major Digestive Diseases,06,S,"G52300, G52301, G52302, G52303"
위공장궤양,K28,G533,Sigmoidoscopy for Major Digestive Diseases,06,S,"G53300, G53301, G53302, G53303"
위공장궤양,K28,G620,Other Complicated Peptic Ulcer G62001 W Catastrophic CC,06,,"G62000, G62001"
위공장궤양,K28,G673,Other Gastrointestinal Symptoms G67302 W Catastrophic CC,06,,"G67300, G67301, G67302"
위공장궤양,K28,G681,Diseases of Appendix G68102 W Catastrophic CC,18-1,,"G68100, G68101, G68102"
위공장궤양,K28,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
위공장궤양,K28,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
위공장궤양,K28,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
위공장궤양,K28,S640,Other HIV S64001 W Catastrophic CC,18-1,,"S64000, S64001"
갑상선독증[갑상선기능항진증],E05,A091,"Tracheostomy for Face, Mouth and Neck Disorders with Long-Term Ventilator",Pre,S,
갑상선독증[갑상선기능항진증],E05,A092,"Tracheostomy for Face, Mouth and Neck Disorders with Short-Term Ventilator",Pre,S,
갑상선독증[갑상선기능항진증],E05,A093,"Tracheostomy for Face, Mouth and Neck Disorders without Ventilator",Pre,S,
갑상선독증[갑상선기능항진증],E05,K662,Thyrotoxicosis K66202 W Catastrophic or Severe CC,10,,"K66200, K66201, K66202"
갑상선독증[갑상선기능항진증],E05,K663,Other Thyroid Disorders K66302 W Catastrophic or Severe CC,10,,"K66300, K66301, K66302"
갑상선독증[갑상선기능항진증],E05,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
갑상선독증[갑상선기능항진증],E05,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
기타 여성골반염증질환,N74,N610,Female Reproductive System Infections N61003 W Catastrophic CC,13,,"N61000, N61001, N61002, N61003"
발목 및 발 부위의 신경의 손상,S94,B702,Injury of Peripheral Nerve B70200 중증도 구분 없음,01,,B70200
발목 및 발 부위의 신경의 손상,S94,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
발목 및 발 부위의 신경의 손상,S94,W600,"Multiple Trauma, Transferred to Another W60000 중증도 구분 없음",21-1,,W60000
"사용, 과용 및 압박에 관련된 연조직장애",M70,I141,"Hip and Femur Procedures, Bilateral or Multiple",08,S,"I14100, I14101, I14102"
"사용, 과용 및 압박에 관련된 연조직장애",M70,I142,"Hip and Femur Procedures, Unilateral",08,S,"I14210, I14211, I14220, I14221"
"사용, 과용 및 압박에 관련된 연조직장애",M70,I160,"Humerus, Tibia, and Fibula Procedures",08,S,"I16010, I16020, I16021, I16022"
"사용, 과용 및 압박에 관련된 연조직장애",M70,I187,Other Shoulder Procedures,08,S,"I18700, I18701"
"사용, 과용 및 압박에 관련된 연조직장애",M70,I194,Other Knee Joint Procedures,08,S,"I19400, I19401, I19402, I19403"
"사용, 과용 및 압박에 관련된 연조직장애",M70,I200,Elbow and Forearm Procedures,08,S,"I20000, I20001, I20002"
"사용, 과용 및 압박에 관련된 연조직장애",M70,I211,Foot and Ankle Tendon and Ligament Procedures,08,S,I21100
"사용, 과용 및 압박에 관련된 연조직장애",M70,I213,Other Foot and Ankle Procedures,08,S,"I21300, I21301, I21302"
"사용, 과용 및 압박에 관련된 연조직장애",M70,I251,Major Wrist and Hand Procedures,08,S,"I25100, I25101, I25102"
"사용, 과용 및 압박에 관련된 연조직장애",M70,I252,Minor Wrist and Hand Procedures,08,S,"I25200, I25201, I25202, I25203"
"사용, 과용 및 압박에 관련된 연조직장애",M70,I721,"Infectious Tendinitis, Myositis and Bursitis I72102 W Catastrophic CC",08,,"I72100, I72101, I72102"
"사용, 과용 및 압박에 관련된 연조직장애",M70,I722,"Noninfectious Tendinitis, Myositis and I72211 W Catastrophic or Severe or Moderate",08,,"I72210, I72211, I72220, I72221, I72222, I72223"
뇌의 기타 장애,G93,B171,Spinal Fusion with Myelopathy,01,S,"B17100, B17101, B17102, B17103"
뇌의 기타 장애,G93,B173,Laminectomy and Diskectomy with Myelopathy,01,S,"B17300, B17301, B17302"
뇌의 기타 장애,G93,B175,Other Spinal Procedures with Myelopathy,01,S,"B17500, B17501"
뇌의 기타 장애,G93,B603,Other Spinal Cord Diseases and Injuries B60302 W Catastrophic CC,01,,"B60300, B60301, B60302"
뇌의 기타 장애,G93,B718,Neuropathic Pain and Autonomic Nerve B71803 W Catastrophic CC,07,,"B71800, B71801, B71802, B71803"
뇌의 기타 장애,G93,B761,Anoxic Brain Damage B76101 W Catastrophic or Severe CC,18-1,,"B76100, B76101"
뇌의 기타 장애,G93,B762,Nontraumatic Encephalopathy due to B76201 W Catastrophic or Severe or Moderate,01,,"B76200, B76201"
뇌의 기타 장애,G93,B763,Other Nontraumatic Encephalopathy B76302 W Catastrophic CC,01,,"B76300, B76301, B76302"
뇌의 기타 장애,G93,B780,Headache B78003 W Catastrophic CC,18-1,,"B78000, B78001, B78002, B78003"
뇌의 기타 장애,G93,B813,Diseases of Cerebrospinal Fluid or B81301 W Catastrophic CC,01,,"B81300, B81301"
뇌의 기타 장애,G93,B814,Other Nervous System Disorders B81402 W Catastrophic CC,01,,"B81400, B81401, B81402"
뇌의 기타 장애,G93,I062,Excision of Intraspinal Lesion with Myelopathy,08,S,"I06200, I06201"
뇌의 기타 장애,G93,I081,Spinal Fusion with Myelopathy,08,S,"I08100, I08101, I08102, I08103"
뇌의 기타 장애,G93,I083,Laminectomy and Diskectomy with Myelopathy,08,S,"I08300, I08301, I08302, I08303"
뇌의 기타 장애,G93,I085,Other Spinal Procedures with Myelopathy,08,S,"I08500, I08501"
뇌의 기타 장애,G93,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
뇌의 기타 장애,G93,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
뇌의 기타 장애,G93,S610,HIV-Related Central Nerve System S61000 중증도 구분 없음,18-1,,S61000
달리 분류되지 않은 귀의 기타 장애,H93,D650,"Hearing Impairment, Age ≤18 D65010 중증도 구분 없음",03,,"D65010, D65020, D65021, D65022"
달리 분류되지 않은 귀의 기타 장애,H93,D660,Ear Trauma and Other Diseases D66001 W Catastrophic or Severe CC,03,,"D66000, D66001"
달리 분류되지 않은 귀의 기타 장애,H93,F711,Malignant Hypertension F71101 W Catastrophic or Severe CC,19,,"F71100, F71101"
달리 분류되지 않은 귀의 기타 장애,H93,F730,Valvular Diseases F73002 W Catastrophic CC,19,,"F73000, F73001, F73002"
달리 분류되지 않은 귀의 기타 장애,H93,F800,Other Circulatory System Diseases F80003 W Catastrophic CC,05,,"F80000, F80001, F80002, F80003"
달리 분류되지 않은 귀의 기타 장애,H93,I091,Interventional Procedures of Spine for Bone,08,S,"I09100, I09101, I09102, I09103"
달리 분류되지 않은 귀의 기타 장애,H93,I092,Interventional Procedures of Spine for Nerve,08,S,I09200
달리 분류되지 않은 귀의 기타 장애,H93,I101,Implantation or Change of Spinal Neurostimulator Electrodes and Drug Infusion Pump,08,S,I10100
달리 분류되지 않은 귀의 기타 장애,H93,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
달리 분류되지 않은 귀의 기타 장애,H93,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
아래팔 부위의 근육 및 힘줄의 손상,S56,I200,Elbow and Forearm Procedures,08,S,"I20000, I20001, I20002"
아래팔 부위의 근육 및 힘줄의 손상,S56,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
아래팔 부위의 근육 및 힘줄의 손상,S56,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
아래팔 부위의 근육 및 힘줄의 손상,S56,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
아래팔 부위의 근육 및 힘줄의 손상,S56,W600,"Multiple Trauma, Transferred to Another W60000 중증도 구분 없음",21-1,,W60000
아래팔 부위의 근육 및 힘줄의 손상,S56,W610,Multiple Trauma without Procedures W61002 W Catastrophic CC,21-1,,"W61000, W61001, W61002"
아래팔 부위의 근육 및 힘줄의 손상,S56,X600,"Injuries, Age ≤18 X60011 W Catastrophic or Severe or Moderate",21-2,,"X60010, X60011, X60020, X60021, X60030, X60031, X60032"
"복부, 아래등 및 골반 부위의 신경 및 허리척수의 손상",S34,B123,"Evacuation of Hematoma related to Trauma, Other Intracerebral Hemorrhage",01,S,B12300
"복부, 아래등 및 골반 부위의 신경 및 허리척수의 손상",S34,B603,Other Spinal Cord Diseases and Injuries B60302 W Catastrophic CC,01,,"B60300, B60301, B60302"
"복부, 아래등 및 골반 부위의 신경 및 허리척수의 손상",S34,B701,"Injury of Root, Plexus and Nerves of Trunk B70100 중증도 구분 없음",01,,B70100
"복부, 아래등 및 골반 부위의 신경 및 허리척수의 손상",S34,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
"복부, 아래등 및 골반 부위의 신경 및 허리척수의 손상",S34,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
"복부, 아래등 및 골반 부위의 신경 및 허리척수의 손상",S34,W600,"Multiple Trauma, Transferred to Another W60000 중증도 구분 없음",21-1,,W60000
"복부, 아래등 및 골반 부위의 신경 및 허리척수의 손상",S34,W610,Multiple Trauma without Procedures W61002 W Catastrophic CC,21-1,,"W61000, W61001, W61002"
"복부, 아래등 및 골반 부위의 신경 및 허리척수의 손상",S34,X600,"Injuries, Age ≤18 X60011 W Catastrophic or Severe or Moderate",21-2,,"X60010, X60011, X60020, X60021, X60030, X60031, X60032"
뎅기,A90,KDRG 미등록,,,,
심장정지,I46,F651,Hypothermia Therapy F65100 중증도 구분 없음,19,,F65100
심장정지,I46,F652,"Other Cardiac Arrest, Unspecified F65201 W Catastrophic CC",19,,"F65200, F65201"
복강내기관의 손상,S36,G688,Other Major Digestive system Diseases G68801 W Catastrophic CC,06,,"G68800, G68801"
복강내기관의 손상,S36,H641,Diseases of Pancreas except Malignancy H64100 중증도 구분 없음,07,,H64100
복강내기관의 손상,S36,H642,Diseases of Pancreas except Malignancy H64203 W Catastrophic CC,15,,"H64200, H64201, H64202, H64203"
복강내기관의 손상,S36,H691,Other Major Liver Diseases H69103 W Catastrophic CC,07,,"H69100, H69101, H69102, H69103"
복강내기관의 손상,S36,H702,Diseases of Biliary Tract without H70203 W Catastrophic CC,15,,"H70200, H70201, H70202, H70203"
복강내기관의 손상,S36,P641,"Neonate, Admission Weight 1250-1499g P64100 중증도 구분 없음",15,,P64100
복강내기관의 손상,S36,P651,"Neonate, Admission Weight 1500-1999g P65100 중증도 구분 없음",15,,P65100
복강내기관의 손상,S36,P652,"Neonate, Admission Weight 1500-1999g P65200 중증도 구분 없음",18-2,,P65200
복강내기관의 손상,S36,P661,"Neonate, Admission Weight 2000-2499g P66100 중증도 구분 없음",15,,P66100
복강내기관의 손상,S36,P662,"Neonate, Admission Weight 2000-2499g P66200 중증도 구분 없음",18-2,,P66200
복강내기관의 손상,S36,P671,"Neonate, Admission Weight>2499g without P67100 중증도 구분 없음",06,,P67100
복강내기관의 손상,S36,P672,"Neonate, Admission Weight>2499g without P67200 중증도 구분 없음",15,,P67200
복강내기관의 손상,S36,W600,"Multiple Trauma, Transferred to Another W60000 중증도 구분 없음",21-1,,W60000
